time,open,high,low,close,Volume
2024-12-02T18:30:00+03:00,3666.59,3677.44,3654.7,3671.62,7306.7303
2024-12-02T18:45:00+03:00,3671.62,3678.8,3660,3672.13,5939.6192
2024-12-02T19:00:00+03:00,3672.13,3682.01,3662.73,3672.13,7707.8542
2024-12-02T19:15:00+03:00,3672.12,3672.62,3637.94,3638.31,9215.1848
2024-12-02T19:30:00+03:00,3638.32,3654,3618.1,3631,9770.5538
2024-12-02T19:45:00+03:00,3631,3633.74,3618,3625.95,5274.3108
2024-12-02T20:00:00+03:00,3625.95,3644.99,3624,3638.64,5060.8162
2024-12-02T20:15:00+03:00,3638.64,3640.43,3601.99,3606.32,8555.9804
2024-12-02T20:30:00+03:00,3606.33,3612.75,3593.27,3605.8,30195.9815
2024-12-02T20:45:00+03:00,3605.8,3605.81,3554.32,3566.35,21917.4734
2024-12-02T21:00:00+03:00,3566.35,3604.29,3564.5,3601.59,8280.4256
2024-12-02T21:15:00+03:00,3601.6,3621.06,3594.6,3615,6077.3607
2024-12-02T21:30:00+03:00,3615.01,3632.88,3613,3627.49,4683.3124
2024-12-02T21:45:00+03:00,3627.49,3629.4,3618.3,3622.38,4811.9833
2024-12-02T22:00:00+03:00,3622.37,3622.5,3593.5,3599.01,4535.4677
2024-12-02T22:15:00+03:00,3599,3600.76,3584.36,3598,5164.9743
2024-12-02T22:30:00+03:00,3598,3613.2,3596.01,3606,3946.3971
2024-12-02T22:45:00+03:00,3606,3613.46,3600.86,3612.17,2485.2807
2024-12-02T23:00:00+03:00,3612.17,3627,3606.31,3624.16,4312.8075
2024-12-02T23:15:00+03:00,3624.15,3628.38,3620.6,3623.61,3634.3488
2024-12-02T23:30:00+03:00,3623.61,3630.58,3608,3609,3099.3627
2024-12-02T23:45:00+03:00,3608.99,3616.5,3601.83,3614.81,3760.1709
2024-12-03T00:00:00+03:00,3614.82,3618,3602.65,3612.99,3694.7956
2024-12-03T00:15:00+03:00,3613,3616.5,3601,3608.62,3022.6517
2024-12-03T00:30:00+03:00,3608.62,3614.42,3599.5,3613.82,3006.6231
2024-12-03T00:45:00+03:00,3613.83,3628.63,3612.84,3615.92,3851.675
2024-12-03T01:00:00+03:00,3615.92,3618.19,3598.5,3607.13,3850.9341
2024-12-03T01:15:00+03:00,3607.13,3622.11,3605.48,3612.24,3198.6801
2024-12-03T01:30:00+03:00,3612.23,3617.8,3602,3613.99,2175.2144
2024-12-03T01:45:00+03:00,3613.99,3620,3610.87,3615.03,2831.7889
2024-12-03T02:00:00+03:00,3615.02,3631,3612,3624.89,3219.427
2024-12-03T02:15:00+03:00,3624.88,3632.53,3619.62,3628.71,2372.0713
2024-12-03T02:30:00+03:00,3628.72,3641.31,3624.86,3637.5,2808.6395
2024-12-03T02:45:00+03:00,3637.5,3644.44,3633.18,3643.42,1994.1683
2024-12-03T03:00:00+03:00,3643.43,3645.5,3632.07,3637.61,4635.6601
2024-12-03T03:15:00+03:00,3637.6,3639.84,3625.4,3629.97,4738.5039
2024-12-03T03:30:00+03:00,3629.97,3639.79,3621.5,3636.8,5778.4628
2024-12-03T03:45:00+03:00,3636.8,3647.34,3633.83,3637.74,7118.182
2024-12-03T04:00:00+03:00,3637.73,3647.85,3628.13,3647.67,4063.0378
2024-12-03T04:15:00+03:00,3647.67,3653.83,3630.5,3632.02,5581.5711
2024-12-03T04:30:00+03:00,3632.02,3638.71,3626,3629.31,3976.6501
2024-12-03T04:45:00+03:00,3629.32,3630.83,3617.64,3619.02,5442.849
2024-12-03T05:00:00+03:00,3619.01,3623.5,3607.8,3618.4,3562.1712
2024-12-03T05:15:00+03:00,3618.39,3638.62,3618.39,3633,4425.1668
2024-12-03T05:30:00+03:00,3633,3648.34,3630.98,3648.33,4450.0906
2024-12-03T05:45:00+03:00,3648.32,3658.16,3638.22,3644.38,13636.292
2024-12-03T06:00:00+03:00,3644.37,3651.48,3638.82,3639.2,6927.41
2024-12-03T06:15:00+03:00,3639.19,3646.84,3636.56,3644.33,3934.9479
2024-12-03T06:30:00+03:00,3644.33,3654.35,3644.32,3654.35,3789.5458
2024-12-03T06:45:00+03:00,3654.34,3656.79,3635.59,3639.75,4672.8833
2024-12-03T07:00:00+03:00,3639.75,3648.8,3635.27,3646.45,3947.3659
2024-12-03T07:15:00+03:00,3646.44,3655.52,3645.62,3650.09,3796.2274
2024-12-03T07:30:00+03:00,3650.09,3653.72,3642.31,3646.18,2704.7498
2024-12-03T07:45:00+03:00,3646.18,3649.6,3643.31,3644.43,1899.5182
2024-12-03T08:00:00+03:00,3644.43,3653.08,3640.34,3647.95,3129.9748
2024-12-03T08:15:00+03:00,3647.95,3657.77,3641.02,3654.36,3090.0864
2024-12-03T08:30:00+03:00,3654.36,3664.54,3651.29,3653.72,3778.6025
2024-12-03T08:45:00+03:00,3653.72,3658.4,3651.41,3655.14,3417.1341
2024-12-03T09:00:00+03:00,3655.13,3662.42,3651.54,3660.38,2617.2366
2024-12-03T09:15:00+03:00,3660.37,3662.2,3656.86,3656.87,2894.2541
2024-12-03T09:30:00+03:00,3656.87,3666.33,3656.79,3664.81,2838.5723
2024-12-03T09:45:00+03:00,3664.8,3670,3626.34,3634.14,7689.1461
2024-12-03T10:00:00+03:00,3634.14,3641,3621,3628.4,7780.3362
2024-12-03T10:15:00+03:00,3628.41,3631.6,3613.34,3623.37,5368.9958
2024-12-03T10:30:00+03:00,3623.37,3627.67,3600.03,3607.55,10704.3766
2024-12-03T10:45:00+03:00,3607.56,3619.74,3600,3616.85,7392.1551
2024-12-03T11:00:00+03:00,3616.85,3635.14,3613.52,3626.3,16650.5344
2024-12-03T11:15:00+03:00,3626.3,3629.37,3620.15,3624.64,11353.3217
2024-12-03T11:30:00+03:00,3624.64,3626,3604.56,3613.79,5783.5223
2024-12-03T11:45:00+03:00,3613.78,3616,3600.5,3613.81,4142.6798
2024-12-03T12:00:00+03:00,3613.82,3615.45,3605,3607.86,2792.6662
2024-12-03T12:15:00+03:00,3607.86,3611.33,3596.2,3604.07,8146.7776
2024-12-03T12:30:00+03:00,3604.07,3615.03,3602.6,3609.14,13200.7562
2024-12-03T12:45:00+03:00,3609.01,3612.17,3602.12,3611,5583.2866
2024-12-03T13:00:00+03:00,3611.01,3615.71,3609.42,3614.76,5190.1275
2024-12-03T13:15:00+03:00,3614.77,3618,3608.6,3611.57,5635.9669
2024-12-03T13:30:00+03:00,3611.57,3617.69,3608.19,3617.68,3218.3064
2024-12-03T13:45:00+03:00,3617.68,3618.88,3585,3594.44,12421.8983
2024-12-03T14:00:00+03:00,3594.44,3605.92,3591.54,3601.08,6901.7619
2024-12-03T14:15:00+03:00,3601.07,3615.01,3598.4,3614.41,7232.56
2024-12-03T14:30:00+03:00,3614.41,3614.57,3602.59,3609.14,6249.6421
2024-12-03T14:45:00+03:00,3609.14,3614.57,3606.2,3613.81,6569.955
2024-12-03T15:00:00+03:00,3613.81,3617.64,3598,3603.12,7845.1396
2024-12-03T15:15:00+03:00,3603.12,3610.12,3599.99,3601.19,6510.1419
2024-12-03T15:30:00+03:00,3601.19,3607.24,3600,3600,3165.0176
2024-12-03T15:45:00+03:00,3600.01,3610.6,3600,3605,2830.577
2024-12-03T16:00:00+03:00,3605,3608.6,3587.85,3592.77,5350.4426
2024-12-03T16:15:00+03:00,3592.77,3598.05,3585.44,3593.78,5237.4707
2024-12-03T16:30:00+03:00,3593.77,3594.72,3567.53,3578.25,16969.4826
2024-12-03T16:45:00+03:00,3578.25,3582,3538,3545.41,32056.5341
2024-12-03T17:00:00+03:00,3545.22,3572,3538.86,3560.85,17574.3069
2024-12-03T17:15:00+03:00,3560.86,3571.15,3545.19,3548.89,15883.515
2024-12-03T17:30:00+03:00,3548.88,3556.03,3500,3555.98,38841.5222
2024-12-03T17:45:00+03:00,3555.98,3586,3555.54,3580.36,29074.0757
2024-12-03T18:00:00+03:00,3580.35,3597.21,3577.05,3587.28,13678.9029
2024-12-03T18:15:00+03:00,3587.29,3594.44,3568.9,3569.49,13027.9529
2024-12-03T18:30:00+03:00,3569.5,3582.3,3558.17,3574.39,12839.101
2024-12-03T18:45:00+03:00,3574.39,3576.74,3558.22,3571.79,8129.1135
2024-12-03T19:00:00+03:00,3571.8,3594.4,3569.07,3581.47,8381.2465
2024-12-03T19:15:00+03:00,3581.46,3585.22,3567.6,3583.46,6072.9764
2024-12-03T19:30:00+03:00,3583.46,3586.2,3558.6,3560.95,7731.6828
2024-12-03T19:45:00+03:00,3560.95,3562.24,3542.39,3551.81,11427.7406
2024-12-03T20:00:00+03:00,3551.81,3557.39,3542,3555.73,7243.9609
2024-12-03T20:15:00+03:00,3555.73,3559.4,3538.55,3545.29,4735.8785
2024-12-03T20:30:00+03:00,3545.3,3568.8,3541.4,3566.54,5325.783
2024-12-03T20:45:00+03:00,3566.55,3578.76,3560.09,3578.76,5360.0207
2024-12-03T21:00:00+03:00,3578.75,3578.99,3567.01,3571.99,4357.234
2024-12-03T21:15:00+03:00,3572,3575.34,3566,3568.39,4452.7323
2024-12-03T21:30:00+03:00,3568.39,3581.79,3565.03,3574.2,3379.9507
2024-12-03T21:45:00+03:00,3574.2,3582.92,3570,3578.26,3012.9238
2024-12-03T22:00:00+03:00,3578.26,3578.27,3554.34,3558.04,6085.7287
2024-12-03T22:15:00+03:00,3558.04,3570.21,3550.07,3569.6,4847.4002
2024-12-03T22:30:00+03:00,3569.61,3576.79,3563,3576.41,4236.7061
2024-12-03T22:45:00+03:00,3576.4,3579.85,3573.01,3577.34,3862.4365
2024-12-03T23:00:00+03:00,3577.34,3583.87,3575.2,3582.18,3666.5993
2024-12-03T23:15:00+03:00,3582.17,3592.5,3580.85,3592.5,4518.1562
2024-12-03T23:30:00+03:00,3592.5,3600,3587.4,3596.4,6377.784
2024-12-03T23:45:00+03:00,3596.39,3609.5,3591.32,3606.94,4924.9411
2024-12-04T00:00:00+03:00,3606.78,3619,3603.59,3617.99,4838.0976
2024-12-04T00:15:00+03:00,3618,3627.83,3613.8,3626.26,5003.3269
2024-12-04T00:30:00+03:00,3626.25,3626.26,3613.68,3616.68,4219.2476
2024-12-04T00:45:00+03:00,3616.68,3619.25,3610.31,3611.78,3445.0227
2024-12-04T01:00:00+03:00,3611.79,3614.15,3595.52,3608.51,4752.7201
2024-12-04T01:15:00+03:00,3608.51,3616.76,3606.1,3609.79,3522.0535
2024-12-04T01:30:00+03:00,3609.79,3614.67,3607.86,3612.42,2937.924
2024-12-04T01:45:00+03:00,3612.41,3633,3612.41,3632.42,3894.3752
2024-12-04T02:00:00+03:00,3632.42,3633.5,3619.44,3624.18,5673.4991
2024-12-04T02:15:00+03:00,3624.18,3634.81,3611.75,3613.5,12221.1545
2024-12-04T02:30:00+03:00,3613.5,3625.2,3613.44,3618.41,4591.2407
2024-12-04T02:45:00+03:00,3618.41,3625.6,3614.51,3614.51,3430.4436
2024-12-04T03:00:00+03:00,3614.51,3630.46,3614.51,3625.01,5439.2418
2024-12-04T03:15:00+03:00,3625,3633.54,3618.53,3632.19,6011.3623
2024-12-04T03:30:00+03:00,3632.19,3642.86,3619.98,3625.39,8116.8064
2024-12-04T03:45:00+03:00,3625.38,3694.86,3621,3691.87,26489.3261
2024-12-04T04:00:00+03:00,3691.87,3702.5,3676.1,3697.62,26236.3454
2024-12-04T04:15:00+03:00,3697.62,3707.57,3680.86,3689.39,14201.1151
2024-12-04T04:30:00+03:00,3689.39,3697.81,3673.6,3682.76,11258.0046
2024-12-04T04:45:00+03:00,3682.76,3699.4,3682.28,3686.04,8445.787
2024-12-04T05:00:00+03:00,3686.04,3687.77,3631.41,3636.02,29290.3676
2024-12-04T05:15:00+03:00,3636.02,3648.43,3628.84,3641.05,11824.5262
2024-12-04T05:30:00+03:00,3641.05,3650.41,3637.53,3640,5765.0412
2024-12-04T05:45:00+03:00,3640.01,3652.17,3633.33,3648.63,4181.9855
2024-12-04T06:00:00+03:00,3648.63,3665.73,3648.5,3663.69,3941.2771
2024-12-04T06:15:00+03:00,3663.69,3675.8,3659.71,3675,5022.6033
2024-12-04T06:30:00+03:00,3675,3676.43,3667,3670.21,3286.2985
2024-12-04T06:45:00+03:00,3670.21,3675.2,3659.97,3661.8,3438.4423
2024-12-04T07:00:00+03:00,3661.79,3668.8,3659.55,3667.2,3417.0742
2024-12-04T07:15:00+03:00,3667.19,3675.39,3665.01,3673.32,4950.7827
2024-12-04T07:30:00+03:00,3673.31,3674.57,3668.56,3668.82,3878.1616
2024-12-04T07:45:00+03:00,3668.82,3669.63,3665.09,3669.63,2289.0435
2024-12-04T08:00:00+03:00,3669.62,3678.79,3669.55,3673.74,3203.221
2024-12-04T08:15:00+03:00,3673.73,3686.56,3673.73,3686.2,3249.1321
2024-12-04T08:30:00+03:00,3686.2,3686.2,3674.63,3678.01,3888.1766
2024-12-04T08:45:00+03:00,3678.01,3682,3675.06,3681.99,4406.6461
2024-12-04T09:00:00+03:00,3681.99,3683.28,3666,3669.5,4025.512
2024-12-04T09:15:00+03:00,3669.51,3676.93,3664.03,3676.93,4090.0509
2024-12-04T09:30:00+03:00,3676.93,3685.57,3675.79,3685.56,3571.2077
2024-12-04T09:45:00+03:00,3685.55,3695.38,3682,3694.61,5224.9343
2024-12-04T10:00:00+03:00,3694.61,3698.22,3681.72,3692.8,8544.8184
2024-12-04T10:15:00+03:00,3692.8,3708.79,3691.86,3701.82,8633.797
2024-12-04T10:30:00+03:00,3701.82,3718.18,3699.16,3717,6846.1218
2024-12-04T10:45:00+03:00,3716.99,3721.73,3710.01,3714.99,8668.1092
2024-12-04T11:00:00+03:00,3715,3720.44,3704.8,3706.21,7882.4544
2024-12-04T11:15:00+03:00,3706.2,3708.75,3700.01,3708.5,4334.5719
2024-12-04T11:30:00+03:00,3708.49,3708.49,3698,3702.53,6723.941
2024-12-04T11:45:00+03:00,3702.53,3708.33,3700.8,3702.7,4766.4114
2024-12-04T12:00:00+03:00,3702.69,3715.6,3696.42,3713.94,9613.4415
2024-12-04T12:15:00+03:00,3713.94,3722.63,3712.67,3713.09,8290.6663
2024-12-04T12:30:00+03:00,3713.09,3733,3712.02,3729.03,10854.127
2024-12-04T12:45:00+03:00,3729.02,3732.93,3720.26,3725.93,6597.8949
2024-12-04T13:00:00+03:00,3725.93,3739.2,3719.07,3736.73,10793.9929
2024-12-04T13:15:00+03:00,3736.73,3742.17,3726.82,3728.15,8473.6671
2024-12-04T13:30:00+03:00,3728.15,3730,3712.91,3718.5,9945.4576
2024-12-04T13:45:00+03:00,3718.5,3722.35,3711.64,3721.91,6852.1389
